Dmax Ozone,Year,Month,Day,OZONE-WEIGHT,Flag,,,
0.082,1900,01,00,116,0,,,
0.098,1900,01,00,156,0,,,
0.098,1900,01,00,156,0,,,
0.098,1900,01,00,156,0,,,
0.098,1900,01,00,156,0,,,
0.101,1900,01,00,164,0,,,
0.101,1900,01,00,164,0,,,
0.101,1900,01,00,164,0,,,
0.101,1900,01,00,164,0,,,
0.094,1900,01,00,147,0,,,
0.094,1900,01,00,147,0,,,
0.094,1900,01,00,147,0,,,
0.094,1900,01,00,147,0,,,
0.097,1900,01,00,154,0,,,
0.097,1900,01,00,154,0,,,
0.097,1900,01,00,154,0,,,
0.097,1900,01,00,154,0,,,
0.093,1900,01,00,145,0,,,
0.093,1900,01,00,145,0,,,
0.093,1900,01,00,145,0,,,
0.093,1900,01,00,145,0,,,
0.096,1900,01,00,151,0,,,
0.096,1900,01,00,151,0,,,
0.096,1900,01,00,151,0,,,
0.096,1900,01,00,151,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.054,1900,01,00,46,0,,,
0.054,1900,01,00,46,0,,,
0.054,1900,01,00,46,0,,,
0.054,1900,01,00,46,0,,,
0.057,1900,01,00,48,0,,,
0.057,1900,01,00,48,0,,,
0.057,1900,01,00,48,0,,,
0.057,1900,01,00,48,0,,,
0.06,1900,01,00,51,0,,,
0.06,1900,01,00,51,0,,,
0.06,1900,01,00,51,0,,,
0.06,1900,01,00,51,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.06,1900,01,00,51,0,,,
0.06,1900,01,00,51,0,,,
0.06,1900,01,00,51,0,,,
0.06,1900,01,00,51,0,,,
0.063,1900,01,00,61,0,,,
0.063,1900,01,00,61,0,,,
0.063,1900,01,00,61,0,,,
0.063,1900,01,00,61,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.062,1900,01,00,58,0,,,
0.062,1900,01,00,58,0,,,
0.062,1900,01,00,58,0,,,
0.062,1900,01,00,58,0,,,
0.065,1900,01,00,67,0,,,
0.065,1900,01,00,67,0,,,
0.065,1900,01,00,67,0,,,
0.065,1900,01,00,67,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.065,1900,01,00,67,0,,,
0.065,1900,01,00,67,0,,,
0.065,1900,01,00,67,0,,,
0.065,1900,01,00,67,0,,,
0.068,1900,01,00,77,0,,,
0.068,1900,01,00,77,0,,,
0.068,1900,01,00,77,0,,,
0.068,1900,01,00,77,0,,,
0.052,1900,01,00,44,0,,,
0.052,1900,01,00,44,0,,,
0.052,1900,01,00,44,0,,,
0.052,1900,01,00,44,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.062,1900,01,00,58,0,,,
0.062,1900,01,00,58,0,,,
0.062,1900,01,00,58,0,,,
0.062,1900,01,00,58,0,,,
0.065,1900,01,00,67,0,,,
0.065,1900,01,00,67,0,,,
0.065,1900,01,00,67,0,,,
0.065,1900,01,00,67,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.053,1900,01,00,45,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.063,1900,01,00,61,0,,,
0.063,1900,01,00,61,0,,,
0.063,1900,01,00,61,0,,,
0.063,1900,01,00,61,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.055,1900,01,00,47,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.059,1900,01,00,50,0,,,
0.062,1900,01,00,58,0,,,
0.062,1900,01,00,58,0,,,
0.062,1900,01,00,58,0,,,
0.062,1900,01,00,58,0,,,
0.065,1900,01,00,67,0,,,
0.065,1900,01,00,67,0,,,
0.065,1900,01,00,67,0,,,
0.065,1900,01,00,67,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.017,1900,01,00,14,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.021,1900,01,00,18,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.023,1900,01,00,19,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.047,1900,01,00,40,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.061,1900,01,00,54,0,,,
0.061,1900,01,00,54,0,,,
0.061,1900,01,00,54,0,,,
0.061,1900,01,00,54,0,,,
0.064,1900,01,00,64,0,,,
0.064,1900,01,00,64,0,,,
0.064,1900,01,00,64,0,,,
0.064,1900,01,00,64,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.042,1900,01,00,36,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.054,1900,01,00,46,0,,,
0.054,1900,01,00,46,0,,,
0.054,1900,01,00,46,0,,,
0.054,1900,01,00,46,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.052,1900,01,00,44,0,,,
0.052,1900,01,00,44,0,,,
0.052,1900,01,00,44,0,,,
0.052,1900,01,00,44,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.051,1900,01,00,43,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.046,1900,01,00,39,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.038,1900,01,00,32,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.02,1900,01,00,17,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.052,1900,01,00,44,0,,,
0.052,1900,01,00,44,0,,,
0.052,1900,01,00,44,0,,,
0.052,1900,01,00,44,0,,,
0.057,1900,01,00,48,0,,,
0.057,1900,01,00,48,0,,,
0.057,1900,01,00,48,0,,,
0.057,1900,01,00,48,0,,,
0.065,1900,01,00,67,0,,,
0.065,1900,01,00,67,0,,,
0.065,1900,01,00,67,0,,,
0.065,1900,01,00,67,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.049,1900,01,00,42,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.05,1900,01,00,42,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.043,1900,01,00,36,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.048,1900,01,00,41,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.022,1900,01,00,19,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.034,1900,01,00,29,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.04,1900,01,00,34,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.045,1900,01,00,38,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.032,1900,01,00,27,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.018,1900,01,00,15,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.033,1900,01,00,28,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.024,1900,01,00,20,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.041,1900,01,00,35,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.03,1900,01,00,25,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.035,1900,01,00,30,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.026,1900,01,00,22,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.031,1900,01,00,26,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.039,1900,01,00,33,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.044,1900,01,00,37,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.027,1900,01,00,23,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.029,1900,01,00,25,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.025,1900,01,00,21,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.019,1900,01,00,16,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.037,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.036,1900,01,00,31,0,,,
0.028,1900,01,00,24,0,,,
0.028,1900,01,00,24,0,,,
